species_name,genus,family,superfamily,suborder,order,role,assembly_accession,assembly_name,assembly_level,refseq_category,genome_size_mb,contig_N50,scaffold_N50,number_of_scaffolds,gc_percent,gene_annotation_available,annotation_source,primary_source,secondary_source,ncbi_bioproject,ncbi_biosample,submission_date,publication_doi,publication_year,pubmed_id,citation_short,restriction_status,restriction_notes,data_generating_consortium,include_recommended,conflict_flag,notes,ncbi_assembly_url,ncbi_download_url,ncbi_datasets_command,bioproject_url,total_score,selection_status
Amara convexiuscula,Amara,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_981560045.1,icAmaConx1.hap1.1,Chromosome,reference genome,742.49,2760791,46084974,1697,32.5,yes,NCBI/RefSeq,NCBI,,PRJEB108814,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_981560045.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_981560045.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_981560045.1.zip","datasets download genome accession GCA_981560045.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB108814,206.6355934680781,primary
Amara familiaris,Amara,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_978120735.1,icAmaFami1.hap1.1,Chromosome,reference genome,967.78,9411346,54555567,439,31.0,yes,NCBI/RefSeq,NCBI,,PRJEB107155,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_978120735.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_978120735.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_978120735.1.zip","datasets download genome accession GCA_978120735.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB107155,207.36839073788178,primary
Amara ovata,Amara,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_965279835.1,icAmaOvat1.hap2.1,Chromosome,reference genome,812.77,4815345,51698131,741,32.0,yes,NCBI/RefSeq,NCBI,,PRJEB89410,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965279835.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965279835.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965279835.1.zip","datasets download genome accession GCA_965279835.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB89410,207.13474842686617,primary
Ameromyia strigosa,Ameromyia,Myrmeleontidae,,Myrmeleontiformia,Neuroptera,outgroup,GCA_055698785.1,ASM5569878v1,Scaffold,reference genome,483.41,2324,2344,224341,30.0,yes,NCBI/RefSeq,NCBI,,PRJNA1403738,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_055698785.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_055698785.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_055698785.1.zip","datasets download genome accession GCA_055698785.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1403738,123.69957607346052,primary
Ampedus sanguinolentus,Ampedus,Elateridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_964234815.1,icAmpSanu1.hap1.1,Chromosome,reference genome,1574.76,6816912,146597239,346,33.0,yes,NCBI/RefSeq,NCBI,,PRJEB79085,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964234815.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964234815.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964234815.1.zip","datasets download genome accession GCA_964234815.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB79085,211.66125790916595,primary
Amphimallon solstitiale,Amphimallon,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_963170755.1,icAmpSols1.1,Chromosome,reference genome,1584.14,3724788,150921111,461,32.5,yes,NCBI/RefSeq,NCBI,,PRJEB64917,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963170755.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963170755.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963170755.1.zip","datasets download genome accession GCA_963170755.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64917,211.78749993582983,primary
Amphistomus primonactus,Amphistomus,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_033557545.1,ASM3355754v1,Contig,reference genome,30.0,3959,3959,7249,34.5,yes,NCBI/RefSeq,NCBI,,PRJNA977672,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033557545.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_033557545.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_033557545.1.zip","datasets download genome accession GCA_033557545.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA977672,85.97585501752205,primary
Anaglyptus mysticus,Anaglyptus,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_978041785.1,icAnaMyst1.hap1.1,Chromosome,reference genome,938.95,6958517,102965239,36,34.0,yes,NCBI/RefSeq,NCBI,,PRJEB106863,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_978041785.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_978041785.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_978041785.1.zip","datasets download genome accession GCA_978041785.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB106863,210.12690631904348,primary
Anaspis frontalis,Anaspis,Scraptiidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_964243895.1,icAnaFron3.hap1.1,Chromosome,reference genome,808.55,663525,99753807,858,39.0,yes,NCBI/RefSeq,NCBI,,PRJEB79335,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964243895.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964243895.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964243895.1.zip","datasets download genome accession GCA_964243895.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB79335,209.98929479070995,primary
Anaspis maculata,Anaspis,Scraptiidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_949128115.1,icAnaMacu3.1,Chromosome,reference genome,757.83,6778000,95735550,49,40.0,yes,NCBI/RefSeq,NCBI,,PRJEB59498,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949128115.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_949128115.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_949128115.1.zip","datasets download genome accession GCA_949128115.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB59498,209.810732366475,primary
Anaspis regimbarti,Anaspis,Scraptiidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_964204715.1,icAnaRegi1.1,Chromosome,reference genome,457.61,6911245,64257360,20,38.5,yes,NCBI/RefSeq,NCBI,,PRJEB78394,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964204715.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964204715.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964204715.1.zip","datasets download genome accession GCA_964204715.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB78394,208.07922878685395,primary
Anaulacaspis nigra,Anaulacaspis,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030264675.1,Caltech_Anig_1.0,Scaffold,reference genome,107.51,28042,31432,12593,38.0,yes,NCBI/RefSeq,NCBI,,PRJNA764224,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030264675.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030264675.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030264675.1.zip","datasets download genome accession GCA_030264675.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224,134.9737201580375,primary
Anisosticta novemdecimpunctata,Anisosticta,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_964188095.1,icAniNove2.1,Chromosome,reference genome,438.67,16069806,38308147,54,35.5,yes,NCBI/RefSeq,NCBI,,PRJEB76704,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964188095.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964188095.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964188095.1.zip","datasets download genome accession GCA_964188095.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB76704,205.8329114527105,primary
Anobium punctatum,Anobium,Ptinidae,Bostrichoidea,Polyphaga,Coleoptera,ingroup,GCA_965643755.1,icAnoPunc1.hap1.1,Chromosome,reference genome,349.95,2667738,36402331,234,39.0,yes,NCBI/RefSeq,NCBI,,PRJEB94002,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965643755.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965643755.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965643755.1.zip","datasets download genome accession GCA_965643755.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94002,205.61129194309063,primary
Anoplophora chinensis,Anoplophora,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_052815205.1,ASM5281520v1,Chromosome,reference genome,661.15,7684180,44629700,36,33.0,yes,NCBI/RefSeq,NCBI,,PRJNA1309080,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_052815205.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_052815205.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_052815205.1.zip","datasets download genome accession GCA_052815205.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1309080,206.4962396753104,primary
Anoplophora glabripennis,Anoplophora,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_054644005.1,Agla_1.0,Chromosome,reference genome,705.71,12457337,81285179,10,33.5,check,NCBI/RefSeq,NCBI,,PRJNA1393341,,,,,,,to_verify,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_054644005.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_054644005.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_054644005.1.zip","datasets download genome accession GCA_054644005.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1393341,169.10011366439193,primary
Anoplophora malasiaca,Anoplophora,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_054644075.1,Amal_1.0,Chromosome,reference genome,674.34,12712079,43907390,15,33.0,yes,NCBI/RefSeq,NCBI,,PRJNA1393341,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_054644075.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_054644075.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_054644075.1.zip","datasets download genome accession GCA_054644075.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1393341,206.42537621976015,primary
Anthobium unicolor,Anthobium,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_965663565.1,icAntUnic1.1,Chromosome,reference genome,359.18,1023587,27205651,447,29.5,yes,NCBI/RefSeq,NCBI,,PRJEB94974,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965663565.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965663565.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965663565.1.zip","datasets download genome accession GCA_965663565.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94974,204.34659122534703,primary
Anthocomus fasciatus,Anthocomus,Melyridae,Cleroidea,Polyphaga,Coleoptera,ingroup,GCA_964258815.1,icAntFasc1.hap1.1,Chromosome,reference genome,528.59,8206270,54688950,48,35.5,yes,NCBI/RefSeq,NCBI,,PRJEB79481,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964258815.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964258815.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964258815.1.zip","datasets download genome accession GCA_964258815.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB79481,207.37899585221714,primary
Anthonomus grandis grandis,Anthonomus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCF_022605725.1,icAntGran1.3,Chromosome,reference genome,697.45,6865999,36454210,304,32.0,yes,NCBI/RefSeq,NCBI,,PRJNA767408,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_022605725.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_022605725.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_022605725.1.zip","datasets download genome accession GCF_022605725.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA767408,205.61747691067913,primary
Anthonomus grandis thurberiae,Anthonomus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_030068095.1,icAntGran3.1,Chromosome,,738.37,9069096,32053755,569,32.5,check,,NCBI,,PRJNA807464,,,,,,,to_verify,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030068095.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030068095.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030068095.1.zip","datasets download genome accession GCA_030068095.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA807464,165.0587891311398,primary
Anthonomus rubi,Anthonomus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_050242925.2,icAntRubi4_p1.2,Scaffold,reference genome,385.68,346941,9984931,959,32.5,yes,NCBI/RefSeq,NCBI,,PRJNA1153348,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_050242925.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_050242925.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_050242925.2.zip","datasets download genome accession GCA_050242925.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1153348,159.99345068062726,primary
Anthroherpon ganglbaueri,Anthroherpon,Leiodidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_978045665.1,icAntGang11.Hap1.1,Chromosome,reference genome,245.27,954296,21074117,155,32.5,yes,NCBI/RefSeq,NCBI,,PRJEB106987,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_978045665.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_978045665.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_978045665.1.zip","datasets download genome accession GCA_978045665.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB106987,203.23749386852592,primary
Aphidecta obliterata,Aphidecta,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_963966015.1,icAphObli1.1,Chromosome,reference genome,349.56,4463513,38804974,200,36.0,yes,NCBI/RefSeq,NCBI,,PRJEB72512,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963966015.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963966015.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963966015.1.zip","datasets download genome accession GCA_963966015.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB72512,205.8888739678755,primary
Aphodius fimetarius,Aphodius,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_964211865.1,icAphFime1.1,Chromosome,reference genome,1343.38,2803677,78759060,3057,32.5,yes,NCBI/RefSeq,NCBI,,PRJEB78531,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964211865.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964211865.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964211865.1.zip","datasets download genome accession GCA_964211865.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB78531,208.96300524133815,primary
Aphodius granarius,Aphodius,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_963971325.1,icAphGran1.1,Chromosome,reference genome,397.2,4076730,24500248,590,37.5,yes,NCBI/RefSeq,NCBI,,PRJEB73495,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963971325.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963971325.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963971325.1.zip","datasets download genome accession GCA_963971325.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB73495,203.89170480466018,primary
Aphodius immundus,Aphodius,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_032191705.1,ASM3219170v1,Contig,reference genome,144.53,706,706,265475,36.5,yes,NCBI/RefSeq,NCBI,,PRJNA977672,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032191705.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_032191705.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_032191705.1.zip","datasets download genome accession GCA_032191705.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA977672,78.48804701051804,primary
Aphodius sticticus,Aphodius,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_963966075.1,icAphStic4.1,Chromosome,reference genome,628.43,4795419,79043068,77,34.5,yes,NCBI/RefSeq,NCBI,,PRJEB72519,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963966075.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963966075.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963966075.1.zip","datasets download genome accession GCA_963966075.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB72519,208.9786378873559,primary
Aplotarsus incanus,Aplotarsus,Elateridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_978018165.1,icAplInca1.hap1.1,Chromosome,reference genome,694.43,17310533,66135170,345,34.5,yes,NCBI/RefSeq,NCBI,,PRJEB106232,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_978018165.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_978018165.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_978018165.1.zip","datasets download genome accession GCA_978018165.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB106232,208.2043247423442,primary
Apoderus coryli,Apoderus,Attelabidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_911728435.2,icApoCory1.2,Chromosome,reference genome,428.06,15031106,23694900,128,32.5,yes,NCBI/RefSeq,NCBI,,PRJEB46626,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_911728435.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_911728435.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_911728435.2.zip","datasets download genome accession GCA_911728435.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB46626,203.74654880178707,primary
Aquatica leii,Aquatica,Lampyridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_035610365.1,HAU_Aqlei_1.0,Chromosome,reference genome,1036.91,10806843,125648631,39,32.0,yes,NCBI/RefSeq,NCBI,,PRJNA948550,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_035610365.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_035610365.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_035610365.1.zip","datasets download genome accession GCA_035610365.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA948550,210.9915776111495,primary
Araecerus fasciculatus,Araecerus,Anthribidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_050578095.1,ASM5057809v1,Contig,reference genome,474.89,207620,207620,3617,35.5,yes,NCBI/RefSeq,NCBI,,PRJNA1031120,,,,,,,published_open,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_050578095.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_050578095.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_050578095.1.zip","datasets download genome accession GCA_050578095.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1031120,103.1726918670662,primary
