species_name,genus,family,superfamily,suborder,order,role,assembly_accession,assembly_name,assembly_level,refseq_category,genome_size_mb,contig_N50,scaffold_N50,number_of_scaffolds,gc_percent,gene_annotation_available,annotation_source,primary_source,secondary_source,ncbi_bioproject,ncbi_biosample,submission_date,publication_doi,publication_year,pubmed_id,citation_short,restriction_status,restriction_notes,data_generating_consortium,include_recommended,conflict_flag,notes,ncbi_assembly_url,ncbi_download_url,ncbi_datasets_command,bioproject_url
Hippodamia variegata,Hippodamia,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_046424425.1,ASM4642442v1,Chromosome,reference genome,443.72,33707572,43576503,1576,35.5,yes,NCBI/RefSeq,NCBI,,PRJNA1172969,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046424425.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_046424425.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_046424425.1.zip","datasets download genome accession GCA_046424425.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1172969
Coccinella septempunctata,Coccinella,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_907165205.1,icCocSept1.1,Chromosome,reference genome,398.85,16512651,41442133,24,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB44629,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_907165205.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_907165205.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_907165205.1.zip","datasets download genome accession GCA_907165205.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB44629
Coccinella septempunctata,Coccinella,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCF_907165205.1,icCocSept1.1,Chromosome,reference genome,398.85,16512651,41442133,24,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB44629,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_907165205.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_907165205.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_907165205.1.zip","datasets download genome accession GCF_907165205.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB44629
Euwallacea fornicatus,Euwallacea,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_040115645.1,ASM4011564v1,Chromosome,reference genome,219.83,3683252,3845785,185,36.5,yes,NCBI/RefSeq,NCBI,,PRJNA1086994,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040115645.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_040115645.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_040115645.1.zip","datasets download genome accession GCA_040115645.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1086994
Euwallacea fornicatus,Euwallacea,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCF_040115645.1,ASM4011564v1,Chromosome,reference genome,219.83,3683252,3845785,185,36.5,yes,NCBI/RefSeq,NCBI,,PRJNA1086994,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040115645.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_040115645.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_040115645.1.zip","datasets download genome accession GCF_040115645.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1086994
Sitophilus zeamais,Sitophilus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_047936755.1,ASM4793675v1,Chromosome,reference genome,693.21,1251010,61034850,30,32,yes,NCBI/RefSeq,NCBI,,PRJNA1208214,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047936755.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_047936755.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_047936755.1.zip","datasets download genome accession GCA_047936755.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1208214
Pogonus chalceus,Pogonus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_002278615.1,Pchal_1.0,Chromosome,reference genome,280.88,5623,66402,29168,26.5,yes,NCBI/RefSeq,NCBI,,PRJNA381601,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002278615.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_002278615.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_002278615.1.zip","datasets download genome accession GCA_002278615.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA381601
Adalia bipunctata,Adalia,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_910592335.1,icAdaBipu1.1,Chromosome,reference genome,475.27,18317171,45869983,118,36,yes,NCBI/RefSeq,NCBI,,PRJEB45686,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_910592335.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_910592335.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_910592335.1.zip","datasets download genome accession GCA_910592335.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB45686
Aquatica leii,Aquatica,Lampyridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_035610365.1,HAU_Aqlei_1.0,Chromosome,reference genome,1036.91,10806843,125648631,39,32,yes,NCBI/RefSeq,NCBI,,PRJNA948550,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_035610365.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_035610365.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_035610365.1.zip","datasets download genome accession GCA_035610365.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA948550
Aleochara curtula,Aleochara,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_963978815.1,icAleCurt1.1,Chromosome,reference genome,136.97,8903095,13180965,76,37.5,yes,NCBI/RefSeq,NCBI,,PRJEB73701,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963978815.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963978815.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963978815.1.zip","datasets download genome accession GCA_963978815.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB73701
Gnatocerus cornutus,Gnatocerus,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_029298725.1,icGnaCorn1.1,Chromosome,reference genome,342.67,8578702,17438670,508,36,yes,NCBI/RefSeq,NCBI,,PRJNA767424,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_029298725.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_029298725.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_029298725.1.zip","datasets download genome accession GCA_029298725.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA767424
Anoplophora chinensis,Anoplophora,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_052815205.1,ASM5281520v1,Chromosome,reference genome,661.15,7684180,44629700,36,33,yes,NCBI/RefSeq,NCBI,,PRJNA1309080,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_052815205.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_052815205.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_052815205.1.zip","datasets download genome accession GCA_052815205.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1309080
Zophobas atratus,Zophobas,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_022388445.1,Zophobas_atratus_KSU_v.1,Chromosome,reference genome,478.15,6737797,53050916,562,33.5,yes,NCBI/RefSeq,NCBI,,PRJNA764250,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022388445.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_022388445.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_022388445.1.zip","datasets download genome accession GCA_022388445.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764250
Dastarcus helophoroides,Dastarcus,Bothrideridae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_028583605.1,ASM2858360v1,Chromosome,reference genome,538.9,5669615,42556189,50,31.5,yes,NCBI/RefSeq,NCBI,,PRJNA777352,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028583605.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_028583605.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_028583605.1.zip","datasets download genome accession GCA_028583605.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA777352
Brontispa longissima,Brontispa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_040580785.1,ASM4058078v1,Chromosome,reference genome,574.56,5498661,64566028,58,33.5,yes,NCBI/RefSeq,NCBI,,PRJNA1085852,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040580785.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_040580785.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_040580785.1.zip","datasets download genome accession GCA_040580785.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1085852
Monochamus saltuarius,Monochamus,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_025584915.1,ASM2558491v1,Chromosome,reference genome,682.22,4817785,73685592,6125,33,yes,NCBI/RefSeq,NCBI,,PRJNA814433,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_025584915.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_025584915.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_025584915.1.zip","datasets download genome accession GCA_025584915.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA814433
Poecilus cupreus,Poecilus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_963942605.1,icPoeCupr1.1,Chromosome,reference genome,748.48,4481000,28467149,2817,31.5,yes,NCBI/RefSeq,NCBI,,PRJEB72471,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963942605.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963942605.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963942605.1.zip","datasets download genome accession GCA_963942605.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB72471
Agrilus mali,Agrilus,Buprestidae,Buprestoidea,Polyphaga,Coleoptera,ingroup,GCA_055682225.1,ASM5568222v1,Chromosome,reference genome,291.19,4341085,28461508,600,33,yes,NCBI/RefSeq,NCBI,,PRJNA1293793,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_055682225.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_055682225.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_055682225.1.zip","datasets download genome accession GCA_055682225.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1293793
Rhyzopertha dominica,Rhyzopertha,Bostrichidae,Bostrichoidea,Polyphaga,Coleoptera,ingroup,GCA_055878605.1,ASM5587860v1,Chromosome,reference genome,497.29,2697104,56704619,670,35,yes,NCBI/RefSeq,NCBI,,PRJNA1330578,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_055878605.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_055878605.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_055878605.1.zip","datasets download genome accession GCA_055878605.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1330578
Phyllotreta striolata,Phyllotreta,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_918026865.1,PGI_PHYEVI_v3,Chromosome,reference genome,132.26,2676005,8716334,55,36,yes,NCBI/RefSeq,NCBI,,PRJEB47901,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_918026865.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_918026865.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_918026865.1.zip","datasets download genome accession GCA_918026865.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB47901
Holotrichia oblita,Holotrichia,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_023690525.1,ASM2369052v1,Chromosome,reference genome,1415.11,369487,159026469,1158,34.5,yes,NCBI/RefSeq,NCBI,,PRJNA812706,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023690525.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_023690525.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_023690525.1.zip","datasets download genome accession GCA_023690525.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA812706
Tomicus yunnanensis,Tomicus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_054825155.1,ASM5482515v1,Chromosome,reference genome,378.22,228779,21590098,754,35,yes,NCBI/RefSeq,NCBI,,PRJNA1393581,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_054825155.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_054825155.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_054825155.1.zip","datasets download genome accession GCA_054825155.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1393581
Protaetia brevitarsis,Protaetia,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_051903415.1,ASM5190341v1,Chromosome,reference genome,676.43,51133839,77620261,72,33.5,yes,NCBI/RefSeq,NCBI,,PRJNA1286165,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_051903415.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_051903415.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_051903415.1.zip","datasets download genome accession GCA_051903415.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1286165
Prosopocoilus inquinatus,Prosopocoilus,Lucanidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_036172665.1,ASM3617266v1,Chromosome,reference genome,649.73,26364114,59502677,174,35.5,yes,NCBI/RefSeq,NCBI,,PRJNA1015594,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036172665.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_036172665.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_036172665.1.zip","datasets download genome accession GCA_036172665.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1015594
Diorhabda carinata,Diorhabda,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_029229535.1,icDioCarn1.1,Chromosome,reference genome,449.9,24536916,40205471,37,32,yes,NCBI/RefSeq,NCBI,,PRJNA788879,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_029229535.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_029229535.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_029229535.1.zip","datasets download genome accession GCA_029229535.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA788879
Diorhabda carinulata,Diorhabda,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_026250575.2,icDioCari1.1,Chromosome,reference genome,415.37,23459757,34144059,68,32,yes,NCBI/RefSeq,NCBI,,PRJNA788877,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026250575.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_026250575.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_026250575.2.zip","datasets download genome accession GCA_026250575.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA788877
Diorhabda carinulata,Diorhabda,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_026250575.2,icDioCari1.1,Chromosome,,415.37,23459757,34144059,68,32,check,,NCBI,,PRJNA788877,,,,,,,to_verify,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026250575.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_026250575.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_026250575.2.zip","datasets download genome accession GCA_026250575.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA788877
Diorhabda carinulata,Diorhabda,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCF_026250575.1,icDioCari1.1,Chromosome,reference genome,415.37,23459757,34144059,68,32,yes,NCBI/RefSeq,NCBI,,PRJNA788877,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_026250575.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_026250575.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_026250575.1.zip","datasets download genome accession GCF_026250575.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA788877
Rhagonycha fulva,Rhagonycha,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_905340355.1,icRhaFulv1.1,Chromosome,reference genome,424.66,21086067,115753052,12,30.5,yes,NCBI/RefSeq,NCBI,,PRJEB43726,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_905340355.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_905340355.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_905340355.1.zip","datasets download genome accession GCA_905340355.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB43726
Latheticus oryzae,Latheticus,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_030157265.1,icLatOryz1.1,Chromosome,reference genome,170.05,16486265,16486265,59,30.5,yes,NCBI/RefSeq,NCBI,,PRJNA767393,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030157265.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030157265.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030157265.1.zip","datasets download genome accession GCA_030157265.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA767393
Ips nitidus,Ips,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_018691245.2,ASM1869124v2,Chromosome,reference genome,231.41,16438241,16438241,210,35,yes,NCBI/RefSeq,NCBI,,PRJNA722788,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018691245.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_018691245.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_018691245.2.zip","datasets download genome accession GCA_018691245.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA722788
Batocera lineolata,Batocera,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_052815245.1,ASM5281524v1,Chromosome,reference genome,327.96,16240981,34454300,18,33,yes,NCBI/RefSeq,NCBI,,PRJNA1309302,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_052815245.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_052815245.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_052815245.1.zip","datasets download genome accession GCA_052815245.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1309302
Melanotus villosus,Melanotus,Elateridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_963082815.1,icMelVill1.1,Chromosome,reference genome,803.47,13836834,80210941,78,33.5,yes,NCBI/RefSeq,NCBI,,PRJEB64848,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963082815.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963082815.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963082815.1.zip","datasets download genome accession GCA_963082815.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64848
Diorhabda sublineata,Diorhabda,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_026230105.1,icDioSubl1.1,Chromosome,reference genome,456.22,12487216,38450617,310,32,yes,NCBI/RefSeq,NCBI,,PRJNA767483,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026230105.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_026230105.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_026230105.1.zip","datasets download genome accession GCA_026230105.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA767483
Diorhabda sublineata,Diorhabda,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCF_026230105.1,icDioSubl1.1,Chromosome,reference genome,456.22,12487216,38450617,310,32,yes,NCBI/RefSeq,NCBI,,PRJNA767483,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_026230105.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_026230105.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_026230105.1.zip","datasets download genome accession GCF_026230105.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA767483
