accession,organism,taxid,family,suborder,assembly_level,contig_N50,scaffold_N50,total_length_mb,submission_date,submitter,in_scarab_catalog,tob_score,tob_recommendation
GCA_949152465.1,Cantharis flavilabris,877752,Cantharidae,Polyphaga,Chromosome,10505090,47548398,348.3,2023-03-31,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_947369205.1,Cantharis rufa,350087,Cantharidae,Polyphaga,Chromosome,10477904,50306085,355.33,2022-12-15,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965194465.1,Biphyllus lunatus,197003,Biphyllidae,Polyphaga,Chromosome,10442000,23050102,421.12,2025-03-10,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965112895.1,Dalopius marginatus,1553258,Elateridae,Polyphaga,Chromosome,10236000,57945030,831.22,2025-01-25,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977015545.1,Mylabris quadripunctata,268458,Meloidae,Polyphaga,Chromosome,10173611,19246236,190.38,2025-11-22,Genoscope CEA,yes,A,include
GCA_932274525.1,Podabrus alpinus,1553677,Cantharidae,Polyphaga,Chromosome,9879682,103283173,777.25,2022-03-13,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_958510865.1,Myrrha octodecimguttata,703265,Coccinellidae,Polyphaga,Chromosome,9660000,72739419,769.91,2023-07-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_946251905.1,Cryptocephalus moraei,204949,Chrysomelidae,Polyphaga,Chromosome,9642473,35831563,500.56,2022-10-13,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965642075.1,Aromia moschata,1265417,Cerambycidae,Polyphaga,Chromosome,9572216,60918734,738.99,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_949126875.1,Lochmaea capreae,227480,Chrysomelidae,Polyphaga,Chromosome,9517382,31551978,534.69,2023-03-31,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_978120735.1,Amara familiaris,1553055,Carabidae,Adephaga,Chromosome,9411346,54555567,967.8,2026-03-03,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977063495.1,Calodromius spilotus,1553381,Carabidae,Adephaga,Chromosome,9193000,76300743,992.3,2026-02-04,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_030068095.1,Anthonomus grandis,2921224,Curculionidae,Polyphaga,Chromosome,9069096,32053755,738.37,2023-06-05,United States Department of Agriculture,yes,A,include
GCA_977970285.1,Tytthaspis sedecimpunctata,347477,Coccinellidae,Polyphaga,Chromosome,8946478,32127224,355.7,2026-03-01,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964263205.1,Sitona lineatus,202195,Curculionidae,Polyphaga,Chromosome,8906263,87745720,835.42,2024-09-15,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963978815.1,Aleochara curtula,135881,Staphylinidae,Polyphaga,Chromosome,8903095,13180965,136.98,2024-03-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_949768715.1,Dascillus cervinus,285223,Dascillidae,Polyphaga,Chromosome,8885058,33150389,282.76,2023-05-14,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_951394225.1,Harpalus rufipes,247442,Carabidae,Adephaga,Chromosome,8784621,52722989,890.55,2023-06-17,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_029298725.1,Gnatocerus cornutus,1553328,Tenebrionidae,Polyphaga,Chromosome,8578702,17438670,342.67,2023-03-22,United States Department of Agriculture,yes,A,include
GCA_939628115.1,Tribolium freemani,7072,Tenebrionidae,Polyphaga,Chromosome,8487211,32307706,269.17,2022-06-26,rudjer boskovic institute,yes,A,include
GCA_978045345.1,Aegialia arenaria,206943,Scarabaeidae,Polyphaga,Chromosome,8448757,43928660,424.31,2026-03-01,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_943142095.1,Ophonus ardosiacus,247415,Carabidae,Adephaga,Chromosome,8331656,52059326,911.92,2022-06-13,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_981691985.1,Herpes porcellus,3065877,Curculionidae,Polyphaga,Chromosome,8297486,55530766,775.83,2026-03-03,University of Bari,yes,A,include
GCA_016097725.2,Ips typographus,55986,Curculionidae,Polyphaga,Chromosome,8272750,12144430,224.98,2026-01-16,Czech University of Life Sciences,yes,A,include
GCA_963082785.1,Philonthus spinipes,878362,Staphylinidae,Polyphaga,Chromosome,8244937,27346300,671.08,2023-08-09,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964258815.1,Anthocomus fasciatus,346704,Melyridae,Polyphaga,Chromosome,8206270,54688950,528.61,2024-09-03,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_976954535.1,Ips sexdentatus,55985,Curculionidae,Polyphaga,Chromosome,8200202,28052552,284.4,2025-11-25,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965118235.1,Pachyrhinus lethierryi,857166,Curculionidae,Polyphaga,Chromosome,8125853,55447666,619.59,2025-01-29,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_949128085.1,Cetonia aurata,290679,Scarabaeidae,Polyphaga,Chromosome,8085049,45601692,479.65,2023-04-18,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964205235.1,Denticollis linearis,333879,Elateridae,Polyphaga,Chromosome,8081841,141621488,1601.19,2024-07-29,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963924545.1,Pogonocherus hispidulus,1143099,Cerambycidae,Polyphaga,Chromosome,8036892,68278649,704.45,2024-01-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965119235.1,Malthodes marginatus,346798,Cantharidae,Polyphaga,Chromosome,7986321,44463143,343.84,2025-01-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965212295.1,Rhagonycha lignosa,195289,Cantharidae,Polyphaga,Chromosome,7941140,69891697,554.76,2025-04-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965642415.1,Harmonia quadripunctata,346781,Coccinellidae,Polyphaga,Chromosome,7798040,89500714,661.33,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_947359425.1,Lagria hirta,296003,Tenebrionidae,Polyphaga,Chromosome,7715647,31908519,336.78,2022-12-04,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_951805005.1,Othius punctulatus,347424,Staphylinidae,Polyphaga,Chromosome,7685560,97110198,870.47,2023-06-04,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_052815205.1,Anoplophora chinensis,217632,Cerambycidae,Polyphaga,Chromosome,7684180,44629700,661.15,2025-09-24,Xinyang Normal University,yes,A,include
GCA_963082805.1,Hemicrepidius hirtus,1132043,Elateridae,Polyphaga,Chromosome,7643588,35742776,377.57,2023-08-09,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963924575.1,Pycnomerus fuliginosus,878397,Zopheridae,Polyphaga,Chromosome,7625985,37944690,359.24,2024-01-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_978407175.1,Cantharis pallida,877887,Cantharidae,Polyphaga,Chromosome,7578394,51773863,464.25,2026-03-01,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964291765.2,Carabus banonii,3023605,Carabidae,Adephaga,Chromosome,7491500,14906334,207.79,2025-04-05,Genoscope CEA,yes,A,include
GCA_933228885.1,Leistus spinibarbis,878056,Carabidae,Adephaga,Chromosome,7480091,11648774,235.13,2022-03-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965644565.1,Coccinella magnifica,185877,Coccinellidae,Polyphaga,Chromosome,7477629,43533345,498.79,2025-07-28,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_958510855.1,Rhagonycha lutea,1553715,Cantharidae,Polyphaga,Chromosome,7455203,71007614,479.86,2023-07-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_024712935.1,Leptinotarsa decemlineata,7539,Chrysomelidae,Polyphaga,Chromosome,7451212,58315169,1008.32,2022-08-25,Zhejiang University,yes,A,include
GCA_965654275.1,Laccobius striatulus,446446,Hydrophilidae,Polyphaga,Chromosome,7426591,127248362,1060.83,2025-08-03,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_959613385.1,Geotrupes spiniger,295525,Geotrupidae,Polyphaga,Chromosome,7348763,43979978,580.59,2023-07-25,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963966045.2,Xestobium rufovillosum,879067,Ptinidae,Polyphaga,Chromosome,7346478,36916890,475.56,2024-06-27,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965783985.1,Subcoccinella vigintiquattuorpunctata,295815,Coccinellidae,Polyphaga,Chromosome,7289122,40002734,532.05,2025-08-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_045514875.1,Monolepta hieroglyphica,327932,Chrysomelidae,Polyphaga,Chromosome,7255000,264114328,2294.53,2024-12-02,BAAFS,yes,A,include
GCA_917563865.1,Phyllotreta cruciferae,224133,Chrysomelidae,Polyphaga,Chromosome,7248987,7733062,135.12,2022-06-30,ROTHAMSTED RESEARCH,yes,A,include
GCA_965178105.1,Longitarsus dorsalis,346795,Chrysomelidae,Polyphaga,Chromosome,7050000,66341637,1034.97,2025-03-11,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_949316355.1,Bruchidius siliquastri,1649775,Chrysomelidae,Polyphaga,Chromosome,7036267,39857073,375.58,2023-03-31,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_978041785.1,Anaglyptus mysticus,877856,Cerambycidae,Polyphaga,Chromosome,6958517,102965239,938.96,2026-02-25,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965643495.1,Megatoma undata,878194,Dermestidae,Polyphaga,Chromosome,6947368,40739288,417.18,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_980434365.1,Galerucella sagittariae,227477,Chrysomelidae,Polyphaga,Chromosome,6935000,20842178,387.47,2026-02-28,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964204715.1,Anaspis regimbarti,346699,Scraptiidae,Polyphaga,Chromosome,6911245,64257360,457.63,2024-07-28,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964332215.1,Grammoptera ruficornis,351486,Cerambycidae,Polyphaga,Chromosome,6863000,36796261,431.6,2024-11-08,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964234815.1,Ampedus sanguinolentus,941989,Elateridae,Polyphaga,Chromosome,6816912,146597239,1574.78,2024-09-01,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_035357415.1,Ophraella communa,38162,Chrysomelidae,Polyphaga,Chromosome,6792531,45027102,733.13,2024-01-10,Chinese Academy of Agricultural Sciences,yes,A,include
GCA_949128115.1,Anaspis maculata,295995,Scraptiidae,Polyphaga,Chromosome,6778000,95735550,757.84,2023-04-18,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_022388445.1,Zophobas atratus,7074,Tenebrionidae,Polyphaga,Chromosome,6737797,53050916,478.15,2022-02-24,Kansas State University,yes,A,include
GCA_965282785.1,Scaphidium quadrimaculatum,295644,Staphylinidae,Polyphaga,Chromosome,6726481,160722045,1268.48,2025-05-18,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963978555.1,Galerucella nymphaeae,131645,Chrysomelidae,Polyphaga,Chromosome,6699100,20508763,350.18,2024-03-11,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965643005.1,Phyllobius virideaeris,878368,Curculionidae,Polyphaga,Chromosome,6641151,104084948,1178.12,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965119595.1,Limonius poneli,1588201,Elateridae,Polyphaga,Chromosome,6595346,136717598,1351.62,2025-02-11,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_978122415.1,Calathus fuscipes,127480,Carabidae,Adephaga,Chromosome,6459000,57823483,1037.87,2026-03-01,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965178175.1,Coccidula rufa,115345,Coccinellidae,Polyphaga,Chromosome,6434000,120539302,1068.75,2025-03-04,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963921935.1,Galeruca laticollis,2017130,Chrysomelidae,Polyphaga,Chromosome,6429013,231279273,2154.58,2024-02-09,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964234755.1,Actenicerus siaelandicus,869165,Elateridae,Polyphaga,Chromosome,6386061,83355646,854.93,2024-08-31,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_973350105.1,Amara aenea,585988,Carabidae,Adephaga,Chromosome,6359709,46477551,880.39,2025-11-22,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965641385.1,Cryptorhynchus lapathi,201897,Curculionidae,Polyphaga,Chromosome,6329822,27190077,478.9,2025-07-09,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977013385.1,Carabus staehlini,209733,Carabidae,Adephaga,Chromosome,6325665,14444430,203.44,2025-11-22,Genoscope CEA,yes,A,include
GCA_944452925.2,Chrysolina oricalcia,1587174,Chrysomelidae,Polyphaga,Chromosome,6296000,69622592,1423.45,2022-12-05,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_051122355.1,Thanatophilus sinuatus,414939,Silphidae,Polyphaga,Chromosome,6249324,18969000,288.95,2025-06-27,Shihezi University,yes,A,include
GCA_964211955.1,Staphylinus erythropterus,1553746,Staphylinidae,Polyphaga,Chromosome,6140586,75443792,1412.5,2024-08-03,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_046237675.1,Kibakoganea tamdaoensis,3241133,Scarabaeidae,Polyphaga,Chromosome,6125000,61839633,605.33,2024-12-23,Chinese Academy of Sciences,yes,A,include
GCA_964338995.1,Quedius lateralis,878401,Staphylinidae,Polyphaga,Chromosome,6014424,45398306,753.04,2024-11-11,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963082715.1,Harpalus rubripes,247297,Carabidae,Adephaga,Chromosome,5994626,66357049,1253.24,2023-08-09,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977071015.1,Phratora vitellinae,153785,Chrysomelidae,Polyphaga,Chromosome,5970765,33983073,565.08,2025-12-01,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977061565.1,Platyrhinus resinosus,1586622,Anthribidae,Polyphaga,Chromosome,5966951,77122923,764.06,2025-11-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_935421215.2,Melolontha melolontha,7061,Scarabaeidae,Polyphaga,Chromosome,5929690,180468607,1656.88,2022-10-26,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963243735.1,Neocrepidodera transversa,877844,Chrysomelidae,Polyphaga,Chromosome,5881602,29279830,671.32,2023-08-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965648515.1,Prionocyphon serricornis,1569171,Scirtidae,Polyphaga,Chromosome,5823847,39608670,433.13,2025-07-28,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963942485.1,Pediacus dermestoides,878348,Cucujidae,Polyphaga,Chromosome,5783852,31898251,235.03,2024-02-10,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_978019395.1,Graciliella metohijensis,1849259,Leiodidae,Polyphaga,Chromosome,5769963,18044559,243.22,2026-02-05,University of Florence,yes,A,include
GCA_965260835.1,Leiosoma deflexum,1342033,Curculionidae,Polyphaga,Chromosome,5745900,42277763,628.19,2025-04-27,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_910589415.1,Malachius bipustulatus,295700,Melyridae,Polyphaga,Chromosome,5740145,56302816,544.26,2021-07-08,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964656825.2,Bitoma crenata,346746,Zopheridae,Polyphaga,Chromosome,5672891,17562620,154.49,2025-11-24,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_028583605.1,Dastarcus helophoroides,1169899,Bothrideridae,Polyphaga,Chromosome,5669615,42556189,538.9,2023-02-13,Northwest A&F University,yes,A,include
GCA_054850805.1,Tetraopes sublaevis,134895,Cerambycidae,Polyphaga,Chromosome,5570646,84477032,755.59,2026-01-30,Harvard University,yes,A,include
GCA_964338635.1,Opilo mollis,1445684,Cleridae,Polyphaga,Chromosome,5501207,173272706,1597.81,2024-11-11,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_040580785.1,Brontispa longissima,111217,Chrysomelidae,Polyphaga,Chromosome,5498661,64566028,574.56,2024-07-10,"Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences",yes,A,include
GCA_977013135.1,Phaleria cadaverina,1470699,Tenebrionidae,Polyphaga,Chromosome,5469000,22616628,367.35,2025-11-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_958507055.1,Crioceris asparagi,131627,Chrysomelidae,Polyphaga,Chromosome,5465325,90622434,639.3,2023-07-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965276455.1,Notoxus monoceros,1553591,Anthicidae,Polyphaga,Chromosome,5447211,130424048,1173.08,2025-05-04,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963675555.1,Leptura quadrifasciata,1143061,Cerambycidae,Polyphaga,Chromosome,5389979,166347592,1403.96,2023-12-10,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_054850835.1,Tetraopes tetrophthalmus,1206596,Cerambycidae,Polyphaga,Chromosome,5304993,85673404,788.9,2026-01-30,Harvard University,yes,A,include
GCA_947389935.1,Agrilus cyanescens,1586972,Buprestidae,Polyphaga,Chromosome,5283000,29744825,292.35,2022-12-05,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_976916715.1,Lasiorhynchites cavifrons,202013,Attelabidae,Polyphaga,Chromosome,5090000,252295237,1354.95,2025-11-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965654255.1,Phyllobius argentatus,346824,Curculionidae,Polyphaga,Chromosome,5055939,84168171,977.79,2025-08-03,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963920685.1,Polydrusus tereticollis,1342093,Curculionidae,Polyphaga,Chromosome,4992693,146058287,1396.13,2023-12-26,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_979846555.1,Oedemera lurida,1553597,Oedemeridae,Polyphaga,Chromosome,4848000,88392728,1284.77,2026-02-27,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963966155.1,Clivina fossor,795047,Carabidae,Adephaga,Chromosome,4843297,24002212,612.62,2024-02-13,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965112455.1,Uleiota planata,346868,Silvanidae,Polyphaga,Chromosome,4820208,51641909,586.51,2025-01-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_025584915.1,Monochamus saltuarius,236074,Cerambycidae,Polyphaga,Chromosome,4817785,73685592,682.22,2022-10-06,Beijing Forestry University,yes,A,include
GCA_051047995.1,Curculio caryae,13025,Curculionidae,Polyphaga,Chromosome,4816094,186897725,2169.79,2025-06-25,United States Department of Agriculture,yes,A,include
GCA_965279835.1,Amara ovata,346692,Carabidae,Adephaga,Chromosome,4815345,51698131,812.77,2025-05-11,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963966075.1,Aphodius sticticus,207213,Scarabaeidae,Polyphaga,Chromosome,4795419,79043068,628.45,2024-02-13,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_973946265.1,Serica brunnea,465155,Scarabaeidae,Polyphaga,Chromosome,4783073,133671589,1695.57,2025-11-22,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965615805.1,Crepidodera fulvicornis,1425550,Chrysomelidae,Polyphaga,Chromosome,4757256,123137060,493.23,2025-07-08,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965178145.1,Ceutorhynchus obstrictus,307131,Curculionidae,Polyphaga,Chromosome,4747246,56416078,728.83,2025-03-11,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_051167335.1,Hycleus marcipoli,1914940,Meloidae,Polyphaga,Chromosome,4646650,10223839,111.45,2025-07-01,Shaanxi Normal University,yes,A,include
GCA_910593695.2,Ocypus olens,662956,Staphylinidae,Polyphaga,Chromosome,4567902,57303393,1083.87,2022-10-16,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_950111635.2,Agelastica alni,131577,Chrysomelidae,Polyphaga,Chromosome,4545743,66306276,692.29,2024-06-05,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965642315.1,Orchesia undulata,351518,Melandryidae,Polyphaga,Chromosome,4513838,26832798,226.81,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965648495.1,Hallomenus binotatus,295970,Tetratomidae,Polyphaga,Chromosome,4510000,19143717,204.9,2025-07-28,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963942605.1,Poecilus cupreus,270614,Carabidae,Adephaga,Chromosome,4481000,28467149,748.49,2024-02-10,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963966015.1,Aphidecta obliterata,1501862,Coccinellidae,Polyphaga,Chromosome,4463513,38804974,349.58,2024-02-13,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_929113105.1,Agrypnus murinus,195168,Elateridae,Polyphaga,Chromosome,4463000,177293933,1578.52,2022-02-13,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965788545.1,Agriotes lineatus,292458,Elateridae,Polyphaga,Chromosome,4416720,212198138,2590.73,2025-08-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_949320105.2,Crepidodera aurea,346762,Chrysomelidae,Polyphaga,Chromosome,4358255,76910125,508.98,2023-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965643515.1,Bruchidius villosus,256915,Chrysomelidae,Polyphaga,Chromosome,4347107,100418657,972.8,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_055682225.1,Agrilus mali,1917227,Buprestidae,Polyphaga,Chromosome,4341085,28461508,291.19,2026-03-04,Chinese Academy of Forestry,yes,A,include
GCA_964106875.1,Platystomos albinus,197009,Anthribidae,Polyphaga,Chromosome,4331580,69355648,555.33,2024-06-06,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965183915.1,Dailognatha quadricollis,575809,Tenebrionidae,Polyphaga,Chromosome,4327000,23571702,524.09,2025-03-04,Genoscope CEA,yes,A,include
GCA_966112595.1,Leistus rufomarginatus,346790,Carabidae,Adephaga,Chromosome,4280190,14695566,264.41,2025-08-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_936432065.2,Rutpela maculata,878968,Cerambycidae,Polyphaga,Chromosome,4272090,187008567,2021.58,2022-12-05,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963422195.1,Carabus problematicus,49291,Carabidae,Adephaga,Chromosome,4259000,17524069,253.97,2023-09-11,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964023215.2,Eledona agricola,347340,Tenebrionidae,Polyphaga,Chromosome,4218407,22633678,358.84,2025-03-29,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963942505.1,Lordithon lunulatus,347394,Staphylinidae,Polyphaga,Chromosome,4216376,56801317,674.39,2024-02-09,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_046736385.1,Eucryptorrhynchus scrobiculatus,1552824,Curculionidae,Polyphaga,Chromosome,4215381,17602443,318.25,2025-01-16,Beijing Foresty University,yes,A,include
GCA_977013595.1,Sphaeridium bipustulatum,290649,Hydrophilidae,Polyphaga,Chromosome,4115265,22902741,261.76,2025-11-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_958502065.1,Chrysolina americana,75506,Chrysomelidae,Polyphaga,Chromosome,4093593,89349863,980.59,2023-07-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963971325.1,Aphodius granarius,207157,Scarabaeidae,Polyphaga,Chromosome,4076730,24500248,397.22,2024-03-06,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_966096355.1,Calathus melanocephalus,127479,Carabidae,Adephaga,Chromosome,4009859,51750563,966.59,2025-08-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_040894065.1,Eucryptorrhynchus brandti,436910,Curculionidae,Polyphaga,Chromosome,4009376,21023917,401.81,2024-07-26,Beijing Foresty University,yes,A,include
GCA_964006375.1,Tillus elongatus,295696,Cleridae,Polyphaga,Chromosome,4001000,190090450,1719.09,2024-03-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965601895.1,Harpalus anxius,247284,Carabidae,Adephaga,Chromosome,3992063,58613874,1066.25,2025-07-07,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964058775.1,Tetropium fuscum,256650,Cerambycidae,Polyphaga,Chromosome,3916055,43086128,555.65,2024-06-06,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963583905.1,Stenurella melanura,877990,Cerambycidae,Polyphaga,Chromosome,3913043,154376042,1616.91,2023-11-06,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_038088585.1,Chrysina gloriosa,3098083,Scarabaeidae,Polyphaga,Chromosome,3880439,72353455,642.29,2024-04-17,University of Memphis,yes,A,include
GCA_965642445.1,Notiophilus biguttatus,346812,Carabidae,Adephaga,Chromosome,3818127,22792868,490.37,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977013105.1,Endomychus armeniacus,3366363,Endomychidae,Polyphaga,Chromosome,3810340,63483907,577.69,2025-11-22,Genoscope CEA,yes,A,include
GCA_965282375.1,Ocys tachysoides,1940097,Carabidae,Adephaga,Chromosome,3804920,44569281,493.78,2025-05-18,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963170755.1,Amphimallon solstitiale,360071,Scarabaeidae,Polyphaga,Chromosome,3724788,150921111,1584.16,2023-08-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977969715.1,Nedyus quadrimaculatus,202049,Curculionidae,Polyphaga,Chromosome,3660000,67122161,1228.36,2026-02-05,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965643585.1,Eulagius filicornis,1586587,Mycetophagidae,Polyphaga,Chromosome,3619454,12507011,160.73,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_951805265.1,Schizotus pectinicornis,351686,Pyrochroidae,Polyphaga,Chromosome,3604651,18534248,181.13,2023-06-04,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_033060865.1,Dorcus hopei,618762,Lucanidae,Polyphaga,Chromosome,3575657,57259251,520.71,2023-10-27,Anhui University,yes,A,include
GCA_963971135.1,Stenus bimaculatus,1202164,Staphylinidae,Polyphaga,Chromosome,3547562,51678104,450.61,2024-03-06,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_917834065.1,Ceutorhynchus assimilis,467358,Curculionidae,Polyphaga,Chromosome,3538480,55466945,674.95,2022-10-03,ROTHAMSTED RESEARCH,yes,A,include
GCA_977112535.1,Mycetophagus atomarius,433053,Mycetophagidae,Polyphaga,Chromosome,3526068,14289502,140.07,2026-02-05,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963576565.1,Aspidapion aeneum,877730,Apionidae,Polyphaga,Chromosome,3520329,125843654,1286.19,2023-11-04,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963920755.1,Cartodere bifasciata,1587142,Latridiidae,Polyphaga,Chromosome,3482428,20851529,178.1,2023-12-26,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_950108345.1,Malthinus flaveolus,195224,Cantharidae,Polyphaga,Chromosome,3462109,36462998,236.72,2023-05-16,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_978019415.1,Leonhardella angulicollis,3073151,Leiodidae,Polyphaga,Chromosome,3458477,44176098,493.27,2026-02-05,University of Florence,yes,A,include
GCA_947310635.1,Leptodirus hochenwartii,2996356,Leiodidae,Polyphaga,Chromosome,3374168,37274531,492.38,2022-11-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965641405.1,Gastrophysa viridula,154015,Chrysomelidae,Polyphaga,Chromosome,3283698,24941671,349.64,2025-07-09,WELLCOME SANGER INSTITUTE,yes,A,include
